global_order,step_no,step_title,sub_step_no,sub_step_title,position,sl_no,id,title,difficulty,difficulty_code,tags,leetcode,coding_ninjas,gfg,youtube,article,tuf_plus,tuf_plus_editorial,leetcode_original,coding_ninjas_original,gfg_original,youtube_original,article_original,tuf_plus_original,tuf_plus_editorial_original,flags_and_link_issues
385,16,Dynamic Programming [Patterns and Problems],2,1D DP,1,1,climbingstrs,Climbing Stars,Medium,1,Arrays | Dynamic Programming | Data Structures | Recursion,https://leetcode.com/problems/climbing-stairs/,https://www.codingninjas.com/studio/problems/count-ways-to-reach-the-n-th-stairs_798650,https://practice.geeksforgeeks.org/problems/count-ways-to-reach-the-nth-stair-1587115620/1,https://www.youtube.com/watch?v=mLfjzJsN8us,https://takeuforward.org/data-structure/dynamic-programming-climbing-stairs/,https://takeuforward.org/plus/dsa/problems/climbing-stairs,https://takeuforward.org/plus/dsa/problems/climbing-stairs?tab=editorial,,https://www.codingninjas.com/studio/problems/count-ways-to-reach-the-n-th-stairs_798650?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,https://youtu.be/mLfjzJsN8us,,,,
386,16,Dynamic Programming [Patterns and Problems],2,1D DP,2,2,frgjmpdp3,Frog Jump(DP-3),Medium,1,Dynamic Programming | Arrays | Recursion | Data Structures,,https://www.codingninjas.com/studio/problems/frog-jump_3621012,https://www.geeksforgeeks.org/problems/geek-jump/1,https://www.youtube.com/watch?v=EgG3jsGoPvQ,https://takeuforward.org/data-structure/dynamic-programming-frog-jump-dp-3/,https://takeuforward.org/plus/dsa/problems/frog-jump,https://takeuforward.org/plus/dsa/problems/frog-jump?tab=editorial,,https://www.codingninjas.com/studio/problems/frog-jump_3621012?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3Xn0Kkw,,,,,gfg:bitly_expanded_destination_unverified; tuf_plus_editorial:whitespace_trimmed
387,16,Dynamic Programming [Patterns and Problems],2,1D DP,3,3,frgjmpwithkdistncsdp4,Frog Jump with k distances(DP-4),Medium,1,Arrays | Dynamic Programming | Recursion | Data Structures,,https://www.codingninjas.com/studio/problems/minimal-cost_8180930,https://www.geeksforgeeks.org/problems/minimal-cost/1,https://www.youtube.com/watch?v=Kmh3rhyEtB8,https://takeuforward.org/data-structure/dynamic-programming-frog-jump-with-k-distances-dp-4/,https://takeuforward.org/plus/dsa/problems/frog-jump-with-k-distances,https://takeuforward.org/plus/dsa/problems/frog-jump-with-k-distances?tab=editorial,,https://www.codingninjas.com/studio/problems/minimal-cost_8180930?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3GyNRya,,,,,gfg:bitly_expanded_destination_unverified
388,16,Dynamic Programming [Patterns and Problems],2,1D DP,4,4,mximmsmfnndjcntlmntsdp5,Maximum sum of non-adjacent elements (DP 5),Medium,1,Arrays | Recursion | Data Structures | Dynamic Programming,https://leetcode.com/problems/house-robber/,https://www.codingninjas.com/studio/problems/maximum-sum-of-non-adjacent-elements_843261,https://www.geeksforgeeks.org/problems/max-sum-without-adjacents2430/1,https://www.youtube.com/watch?v=GrMBfJNk_NY,https://takeuforward.org/data-structure/maximum-sum-of-non-adjacent-elements-dp-5/,https://takeuforward.org/plus/dsa/problems/maximum-sum-of-non-adjacent-elements,https://takeuforward.org/plus/dsa/problems/maximum-sum-of-non-adjacent-elements?tab=editorial,,https://www.codingninjas.com/studio/problems/maximum-sum-of-non-adjacent-elements_843261?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3QOMRs1,,,,,gfg:bitly_expanded_destination_unverified
389,16,Dynamic Programming [Patterns and Problems],2,1D DP,5,5,hsrbbrdp6,House Robber (DP 6),Medium,1,Arrays | Dynamic Programming | Recursion | Data Structures,https://leetcode.com/problems/house-robber-ii/,https://www.codingninjas.com/studio/problems/house-robber-ii_839733,https://www.geeksforgeeks.org/problems/stickler-theif-1587115621/1,https://www.youtube.com/watch?v=3WaxQMELSkw,https://takeuforward.org/data-structure/dynamic-programming-house-robber-dp-6/,https://takeuforward.org/plus/dsa/problems/house-robber,https://takeuforward.org/plus/dsa/problems/house-robber?tab=editorial,,https://www.codingninjas.com/studio/problems/house-robber-ii_839733?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3QCCpDQ,,,,,gfg:bitly_expanded_destination_unverified
390,16,Dynamic Programming [Patterns and Problems],3,2D/3D DP and DP on Grids,1,1,ninjstriningdp7,Ninja's Training (DP 7),Medium,1,Arrays | Dynamic Programming | Data Structures | Recursion,,https://www.codingninjas.com/studio/problems/ninja’s-training_3621003,https://www.geeksforgeeks.org/problems/geeks-training/1,https://www.youtube.com/watch?v=AE39gJYuRog,https://takeuforward.org/data-structure/dynamic-programming-ninjas-training-dp-7/,https://takeuforward.org/plus/dsa/problems/ninja's-training,https://takeuforward.org/plus/dsa/problems/ninja's-training?tab=editorial,,https://www.codingninjas.com/studio/problems/ninja’s-training_3621003?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3glc9kp,,,,,gfg:bitly_expanded_destination_unverified
391,16,Dynamic Programming [Patterns and Problems],3,2D/3D DP and DP on Grids,2,2,gridniqpthsdpngridsdp8,Grid Unique Paths : DP on Grids (DP8),Medium,1,Arrays | Recursion | Dynamic Programming | Data Structures,https://leetcode.com/problems/unique-paths/,https://www.codingninjas.com/studio/problems/unique-paths_1081470,https://practice.geeksforgeeks.org/problems/number-of-unique-paths/0,https://www.youtube.com/watch?v=sdE0A2Oxofw,https://takeuforward.org/data-structure/grid-unique-paths-dp-on-grids-dp8/,https://takeuforward.org/plus/dsa/problems/grid-unique-paths,https://takeuforward.org/plus/dsa/problems/grid-unique-paths?tab=editorial,,https://www.codingninjas.com/studio/problems/unique-paths_1081470?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,,,,,
392,16,Dynamic Programming [Patterns and Problems],3,2D/3D DP and DP on Grids,3,3,gridniqpths2dp9,Grid Unique Paths 2 (DP 9),Medium,1,Arrays | Recursion | Dynamic Programming | Data Structures,https://leetcode.com/problems/unique-paths-ii/,https://www.codingninjas.com/studio/problems/unique-paths-ii_977241,https://www.geeksforgeeks.org/problems/grid-path-2/1,https://www.youtube.com/watch?v=TmhpgXScLyY,https://takeuforward.org/data-structure/grid-unique-paths-2-dp-9/,https://takeuforward.org/plus/dsa/problems/unique-paths-ii,https://takeuforward.org/plus/dsa/problems/unique-paths-ii?tab=editorial,,https://www.codingninjas.com/studio/problems/unique-paths-ii_977241?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3tNYlBU,,,,,gfg:bitly_expanded_destination_unverified
393,16,Dynamic Programming [Patterns and Problems],3,2D/3D DP and DP on Grids,4,4,minimmpthsmingriddp10,Minimum path sum in Grid (DP 10),Medium,1,Arrays | Recursion | Dynamic Programming | Data Structures,https://leetcode.com/problems/minimum-path-sum/,https://www.codingninjas.com/studio/problems/minimum-path-sum_985349,https://www.geeksforgeeks.org/problems/minimum-cost-path3833/1,https://www.youtube.com/watch?v=_rgTlyky1uQ,https://takeuforward.org/data-structure/minimum-path-sum-in-a-grid-dp-10/,https://takeuforward.org/plus/dsa/problems/minimum-path-sum-in-grid,https://takeuforward.org/plus/dsa/problems/minimum-path-sum-in-grid?tab=editorial,,https://www.codingninjas.com/studio/problems/minimum-path-sum_985349?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3c1H9Uf,,,,,gfg:bitly_expanded_destination_unverified
394,16,Dynamic Programming [Patterns and Problems],3,2D/3D DP and DP on Grids,5,5,minimmpthsmintringlrgriddp11,Minimum path sum in Triangular Grid (DP 11),Medium,1,Arrays | Dynamic Programming | Data Structures | Recursion,https://leetcode.com/problems/triangle/,https://www.codingninjas.com/studio/problems/triangle_1229398,https://www.geeksforgeeks.org/problems/minimum-cost-path3833/1,https://www.youtube.com/watch?v=SrP-PiLSYC0,https://takeuforward.org/data-structure/minimum-path-sum-in-triangular-grid-dp-11/,https://takeuforward.org/plus/dsa/problems/triangle,https://takeuforward.org/plus/dsa/problems/triangle?tab=editorial,,https://www.codingninjas.com/studio/problems/triangle_1229398?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3c1H9Uf,,,,,gfg:bitly_expanded_destination_unverified
395,16,Dynamic Programming [Patterns and Problems],3,2D/3D DP and DP on Grids,6,6,minimmmximmfllingpthsmdp12,Minimum/Maximum Falling Path Sum (DP-12),Medium,1,Arrays | Recursion | Dynamic Programming | Data Structures,https://leetcode.com/problems/minimum-falling-path-sum/,https://www.codingninjas.com/studio/problems/maximum-path-sum-in-the-matrix_797998,https://www.geeksforgeeks.org/problems/path-in-matrix3805/1,https://www.youtube.com/watch?v=N_aJ5qQbYA0,https://takeuforward.org/data-structure/minimum-maximum-falling-path-sum-dp-12/,,,,https://www.codingninjas.com/studio/problems/maximum-path-sum-in-the-matrix_797998?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3PwqvtO,,,,,gfg:bitly_expanded_destination_unverified
396,16,Dynamic Programming [Patterns and Problems],3,2D/3D DP and DP on Grids,7,7,3ddpninjndhisfrindsdp13,3-d DP : Ninja and his friends (DP-13),Medium,1,Arrays | Recursion | Data Structures | Dynamic Programming,,https://www.codingninjas.com/studio/problems/chocolate-pickup_3125885,https://www.geeksforgeeks.org/problems/chocolates-pickup/1,https://www.youtube.com/watch?v=QGfn7JeXK54,https://takeuforward.org/data-structure/3-d-dp-ninja-and-his-friends-dp-13/,,,,https://www.codingninjas.com/studio/problems/chocolate-pickup_3125885?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3U9k6XT,,,,,gfg:bitly_expanded_destination_unverified
397,16,Dynamic Programming [Patterns and Problems],4,DP on Subsequences,1,1,sbstsmqlttrgtdp14,Subset sum equal to target (DP- 14),Medium,1,Arrays | Data Structures | Dynamic Programming | Recursion,,https://www.codingninjas.com/studio/problems/subset-sum-equal-to-k_1550954,https://practice.geeksforgeeks.org/problems/subset-sum-problem-1611555638/1,https://www.youtube.com/watch?v=fWX9xDmIzRI,https://takeuforward.org/data-structure/subset-sum-equal-to-target-dp-14/,https://takeuforward.org/plus/dsa/problems/subset-sum-equals-to-target,https://takeuforward.org/plus/dsa/problems/subset-sum-equals-to-target?tab=editorial,,https://www.codingninjas.com/studio/problems/subset-sum-equal-to-k_1550954?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,,,,,
398,16,Dynamic Programming [Patterns and Problems],4,DP on Subsequences,2,2,prtitinqlsbstsmdp15,Partition Equal Subset Sum (DP- 15),Medium,1,Arrays | Dynamic Programming | Recursion | Data Structures,https://leetcode.com/problems/partition-equal-subset-sum/,https://www.codingninjas.com/studio/problems/partition-equal-subset-sum-_892980,https://practice.geeksforgeeks.org/problems/subset-sum-problem2014/1,https://www.youtube.com/watch?v=7win3dcgo3k,https://takeuforward.org/data-structure/partition-equal-subset-sum-dp-15/,https://takeuforward.org/plus/dsa/problems/partition-equal-subset-sum,https://takeuforward.org/plus/dsa/problems/partition-equal-subset-sum?tab=editorial,,https://www.codingninjas.com/studio/problems/partition-equal-subset-sum-_892980?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,,,,,tuf_plus_editorial:whitespace_trimmed
399,16,Dynamic Programming [Patterns and Problems],4,DP on Subsequences,3,3,prtitinstint2sbstswithminbsltsmdiffdp16,Partition Set Into 2 Subsets With Min Absolute Sum Diff (DP- 16),Medium,1,Arrays | Dynamic Programming | Data Structures | Recursion,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference/,https://www.codingninjas.com/studio/problems/partition-a-set-into-two-subsets-such-that-the-difference-of-subset-sums-is-minimum._842494,https://practice.geeksforgeeks.org/problems/minimum-sum-partition3317/1,https://www.youtube.com/watch?v=GS_OqZb2CWc,https://takeuforward.org/data-structure/partition-set-into-2-subsets-with-min-absolute-sum-diff-dp-16/,https://takeuforward.org/plus/dsa/problems/partition-a-set-into-two-subsets-with-minimum-absolute-sum-difference,https://takeuforward.org/plus/dsa/problems/partition-a-set-into-two-subsets-with-minimum-absolute-sum-difference?tab=editorial,,https://www.codingninjas.com/studio/problems/partition-a-set-into-two-subsets-such-that-the-difference-of-subset-sums-is-minimum._842494?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,,,,,
400,16,Dynamic Programming [Patterns and Problems],4,DP on Subsequences,4,4,cntsbstswithsmkdp17,Count Subsets with Sum K (DP - 17),Medium,1,Arrays | Recursion | Data Structures | Dynamic Programming,,https://www.codingninjas.com/studio/problems/count-subsets-with-sum-k_3952532,https://www.geeksforgeeks.org/problems/perfect-sum-problem5633/1,https://www.youtube.com/watch?v=ZHyb-A2Mte4,https://takeuforward.org/data-structure/count-subsets-with-sum-k-dp-17/,https://takeuforward.org/plus/dsa/problems/count-subsets-with-sum-k,https://takeuforward.org/plus/dsa/problems/count-subsets-with-sum-k?tab=editorial,,https://www.codingninjas.com/studio/problems/count-subsets-with-sum-k_3952532?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3AwVr8I,,,,,gfg:bitly_expanded_destination_unverified
401,16,Dynamic Programming [Patterns and Problems],4,DP on Subsequences,5,5,cntprtitinswithgivndiffrncdp18,Count Partitions with Given Difference (DP - 18),Medium,1,Arrays | Recursion | Dynamic Programming | Data Structures,,https://www.codingninjas.com/studio/problems/partitions-with-given-difference_3751628,https://www.geeksforgeeks.org/problems/partitions-with-given-difference/1,https://www.youtube.com/watch?v=zoilQD1kYSg,https://takeuforward.org/data-structure/count-partitions-with-given-difference-dp-18/,https://takeuforward.org/plus/dsa/problems/count-partitions-with-given-difference,https://takeuforward.org/plus/dsa/problems/count-partitions-with-given-difference?tab=editorial,,https://www.codingninjas.com/studio/problems/partitions-with-given-difference_3751628?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3gkAM0s,,,,,gfg:bitly_expanded_destination_unverified
402,16,Dynamic Programming [Patterns and Problems],4,DP on Subsequences,6,6,01knpsckdp19,Assign Cookies,Hard,2,Arrays | Dynamic Programming | Recursion | Data Structures,https://leetcode.com/problems/assign-cookies/,https://www.codingninjas.com/codestudio/problems/assign-cookies_8390826,https://practice.geeksforgeeks.org/problems/0-1-knapsack-problem0945/1,https://www.youtube.com/watch?v=DIX2p7vb9co,,https://takeuforward.org/plus/dsa/problems/assign-cookies,https://takeuforward.org/plus/dsa/problems/assign-cookies?tab=editorial,,https://www.codingninjas.com/codestudio/problems/assign-cookies_8390826?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,https://youtu.be/DIX2p7vb9co?si=6G7JzMZ2TSP_LWSG,,,,duplicate_title; review:title_and_5_links_duplicate_row_12.1.1;id_and_gfg_link_suggest_0/1_knapsack_DP-19
403,16,Dynamic Programming [Patterns and Problems],4,DP on Subsequences,7,7,minimmcinsdp20,Minimum Coins (DP - 20),Hard,2,Recursion | Arrays | Dynamic Programming | Data Structures,https://leetcode.com/problems/coin-change/,https://www.codingninjas.com/studio/problems/minimum-elements_3843091,https://practice.geeksforgeeks.org/problems/-minimum-number-of-coins4426/1,https://www.youtube.com/watch?v=myPeWb3Y68A,https://takeuforward.org/data-structure/minimum-coins-dp-20/,https://takeuforward.org/plus/dsa/problems/minimum-coins,https://takeuforward.org/plus/dsa/problems/minimum-coins?tab=editorial,,https://www.codingninjas.com/studio/problems/minimum-elements_3843091?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,,,,,
404,16,Dynamic Programming [Patterns and Problems],4,DP on Subsequences,8,8,trgtsmdp21,Target Sum (DP - 21),Medium,1,Dynamic Programming | Data Structures | Arrays | Recursion,https://leetcode.com/problems/target-sum/,https://www.codingninjas.com/studio/problems/target-sum_4127362,https://practice.geeksforgeeks.org/problems/target-sum-1626326450/1,https://www.youtube.com/watch?v=b3GD8263-PQ,https://takeuforward.org/data-structure/target-sum-dp-21/,https://takeuforward.org/plus/dsa/problems/target-sum,https://takeuforward.org/plus/dsa/problems/target-sum?tab=editorial,,https://www.codingninjas.com/studio/problems/target-sum_4127362?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,,,,,
405,16,Dynamic Programming [Patterns and Problems],4,DP on Subsequences,9,9,cinchng2dp22,Coin Change 2 (DP - 22),Hard,2,Arrays | Dynamic Programming | Data Structures | Recursion,https://leetcode.com/problems/coin-change-2/,https://www.codingninjas.com/studio/problems/ways-to-make-coin-change_630471,https://www.geeksforgeeks.org/problems/coin-change2448/1,https://www.youtube.com/watch?v=HgyouUi11zk,https://takeuforward.org/data-structure/coin-change-2-dp-22/,https://takeuforward.org/plus/dsa/problems/coin-change-ii,https://takeuforward.org/plus/dsa/problems/coin-change-ii?tab=editorial,,https://www.codingninjas.com/studio/problems/ways-to-make-coin-change_630471?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3SZJWOl,,,,,gfg:bitly_expanded_destination_unverified
406,16,Dynamic Programming [Patterns and Problems],4,DP on Subsequences,10,10,nbnddknpsckdp23,Unbounded Knapsack (DP - 23),Hard,2,Arrays | Data Structures | Dynamic Programming | Recursion,,https://www.codingninjas.com/studio/problems/unbounded-knapsack_1215029,https://www.geeksforgeeks.org/problems/knapsack-with-duplicate-items4201/1,https://www.youtube.com/watch?v=OgvOZ6OrJoY,https://takeuforward.org/data-structure/unbounded-knapsack-dp-23/,https://takeuforward.org/plus/dsa/problems/unbounded-knapsack,https://takeuforward.org/plus/dsa/problems/unbounded-knapsack?tab=editorial,,https://www.codingninjas.com/studio/problems/unbounded-knapsack_1215029?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3Cbc5fz,https://youtu.be/OgvOZ6OrJoY,,,,gfg:bitly_expanded_destination_unverified
407,16,Dynamic Programming [Patterns and Problems],4,DP on Subsequences,11,11,rdcttingprblmdp24,Rod Cutting Problem | (DP - 24),Hard,2,Arrays | Dynamic Programming | Data Structures | Recursion,,https://www.codingninjas.com/studio/problems/rod-cutting-problem_800284,https://practice.geeksforgeeks.org/problems/rod-cutting0840/1,https://www.youtube.com/watch?v=mO8XpGoJwuo,https://takeuforward.org/data-structure/rod-cutting-problem-dp-24/,https://takeuforward.org/plus/dsa/problems/rod-cutting-problem,https://takeuforward.org/plus/dsa/problems/rod-cutting-problem?tab=editorial,,https://www.codingninjas.com/studio/problems/rod-cutting-problem_800284?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,https://youtu.be/mO8XpGoJwuo,,,,
408,16,Dynamic Programming [Patterns and Problems],5,DP on Strings,1,1,lngstcmmnsbsqncdp25,Longest Common Subsequence | (DP - 25),Hard,2,Dynamic Programming | Arrays | Recursion | Data Structures,https://leetcode.com/problems/longest-common-subsequence/,https://www.codingninjas.com/studio/problems/longest-common-subsequence_624879,https://practice.geeksforgeeks.org/problems/longest-common-subsequence-1587115620/1,https://www.youtube.com/watch?v=NPZn9jBrX8U,https://takeuforward.org/data-structure/longest-common-subsequence-dp-25/,,,,https://www.codingninjas.com/studio/problems/longest-common-subsequence_624879?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,https://youtu.be/NPZn9jBrX8U,,,,
409,16,Dynamic Programming [Patterns and Problems],5,DP on Strings,2,2,printlngstcmmnsbsqncdp26,Print Longest Common Subsequence | (DP - 26),Hard,2,Arrays | Data Structures | Dynamic Programming | Recursion,,https://www.codingninjas.com/codestudio/problems/print-longest-common-subsequence_8416383,https://www.geeksforgeeks.org/problems/print-all-lcs-sequences3413/1,https://www.youtube.com/watch?v=-zI4mrF2Pb4,https://takeuforward.org/data-structure/print-longest-common-subsequence-dp-26/,,,,https://www.codingninjas.com/codestudio/problems/print-longest-common-subsequence_8416383?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3T1Va4U,https://youtu.be/-zI4mrF2Pb4,,,,gfg:bitly_expanded_destination_unverified
410,16,Dynamic Programming [Patterns and Problems],5,DP on Strings,3,3,lngstcmmnsbstringdp27,Longest Common Substring | (DP - 27),Hard,2,Arrays | Dynamic Programming | Recursion | Data Structures,,https://www.codingninjas.com/studio/problems/longest-common-substring_1235207,https://practice.geeksforgeeks.org/problems/longest-common-substring1452/1,https://www.youtube.com/watch?v=_wP9mWNPL5w,https://takeuforward.org/data-structure/longest-common-substring-dp-27/,https://takeuforward.org/plus/dsa/problems/longest-common-substring,https://takeuforward.org/plus/dsa/problems/longest-common-substring?tab=editorial,,https://www.codingninjas.com/studio/problems/longest-common-substring_1235207?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,https://youtu.be/_wP9mWNPL5w,,,,
411,16,Dynamic Programming [Patterns and Problems],5,DP on Strings,4,4,lngstplindrmicsbsqncdp28,Longest Palindromic Subsequence | (DP-28),Hard,2,Arrays | Recursion | Dynamic Programming | Data Structures,https://leetcode.com/problems/longest-palindromic-subsequence/,https://www.codingninjas.com/studio/problems/longest-palindromic-subsequence_842787,https://practice.geeksforgeeks.org/problems/longest-palindromic-subsequence-1612327878/1,https://www.youtube.com/watch?v=6i_T5kkfv4A,https://takeuforward.org/data-structure/longest-palindromic-subsequence-dp-28/,https://takeuforward.org/plus/dsa/problems/longest-palindromic-subsequence,https://takeuforward.org/plus/dsa/problems/longest-palindromic-subsequence?tab=editorial,,https://www.codingninjas.com/studio/problems/longest-palindromic-subsequence_842787?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,https://youtu.be/6i_T5kkfv4A,,,,
412,16,Dynamic Programming [Patterns and Problems],5,DP on Strings,5,5,minimminsrtinstmkstringplindrmdp29,Minimum insertions to make string palindrome | DP-29,Hard,2,Arrays | Recursion | Dynamic Programming | Data Structures,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/,https://www.codingninjas.com/studio/problems/minimum-insertions-to-make-a-string-palindrome_985293,https://practice.geeksforgeeks.org/problems/form-a-palindrome1455/1,https://www.youtube.com/watch?v=xPBLEj41rFU,https://takeuforward.org/data-structure/minimum-insertions-to-make-string-palindrome-dp-29/,https://takeuforward.org/plus/dsa/problems/minimum-insertions-to-make-string-palindrome,https://takeuforward.org/plus/dsa/problems/minimum-insertions-to-make-string-palindrome?tab=editorial,,https://www.codingninjas.com/studio/problems/minimum-insertions-to-make-a-string-palindrome_985293?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,,,,,
413,16,Dynamic Programming [Patterns and Problems],5,DP on Strings,6,6,minimminsrtinsdltinstcnvrtstringdp30,Minimum Insertions/Deletions to Convert String | (DP- 30),Hard,2,Arrays | Recursion | Dynamic Programming | Data Structures,https://leetcode.com/problems/delete-operation-for-two-strings/,https://www.codingninjas.com/studio/problems/minimum-number-of-deletions-and-insertions_4244510,https://practice.geeksforgeeks.org/problems/minimum-number-of-deletions-and-insertions0209/1,https://www.youtube.com/watch?v=yMnH0jrir0Q,https://takeuforward.org/data-structure/minimum-insertions-deletions-to-convert-string-dp-30/,https://takeuforward.org/plus/dsa/problems/minimum-insertions-or-deletions-to-convert-string-a-to-b,https://takeuforward.org/plus/dsa/problems/minimum-insertions-or-deletions-to-convert-string-a-to-b?tab=editorial,,https://www.codingninjas.com/studio/problems/minimum-number-of-deletions-and-insertions_4244510?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,,,,,
414,16,Dynamic Programming [Patterns and Problems],5,DP on Strings,7,7,shrtstcmmnsprsqncdp31,Shortest Common Supersequence | (DP - 31),Hard,2,Data Structures | Dynamic Programming | Recursion,https://leetcode.com/problems/shortest-common-supersequence/,https://www.codingninjas.com/studio/problems/shortest-common-supersequence_4244493,https://practice.geeksforgeeks.org/problems/shortest-common-supersequence0322/1,https://www.youtube.com/watch?v=xElxAuBcvsU,https://takeuforward.org/data-structure/shortest-common-supersequence-dp-31/,https://takeuforward.org/plus/dsa/problems/shortest-common-supersequence,https://takeuforward.org/plus/dsa/problems/shortest-common-supersequence?tab=editorial,,https://www.codingninjas.com/studio/problems/shortest-common-supersequence_4244493?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,https://youtu.be/xElxAuBcvsU,,,,
415,16,Dynamic Programming [Patterns and Problems],5,DP on Strings,8,8,distinctsbsqncsdp32,Distinct Subsequences| (DP-32),Hard,2,Arrays | Data Structures | Dynamic Programming | Recursion,https://leetcode.com/problems/distinct-subsequences/,https://www.codingninjas.com/studio/problems/subsequence-counting_3755256,https://practice.geeksforgeeks.org/problems/number-of-distinct-subsequences0909/1,https://www.youtube.com/watch?v=nVG7eTiD2bY,https://takeuforward.org/data-structure/distinct-subsequences-dp-32/,https://takeuforward.org/plus/dsa/problems/distinct-subsequences,https://takeuforward.org/plus/dsa/problems/distinct-subsequences?tab=editorial,,https://www.codingninjas.com/studio/problems/subsequence-counting_3755256?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,https://youtu.be/nVG7eTiD2bY,,,,
416,16,Dynamic Programming [Patterns and Problems],5,DP on Strings,9,9,ditdistncdp33,Edit Distance | (DP-33),Hard,2,Arrays | Data Structures | Dynamic Programming | Recursion,https://leetcode.com/problems/edit-distance/,https://www.codingninjas.com/studio/problems/shortest-common-supersequence_4244493,https://practice.geeksforgeeks.org/problems/edit-distance3702/1,https://www.youtube.com/watch?v=fJaKO8FbDdo,https://takeuforward.org/data-structure/edit-distance-dp-33/,https://takeuforward.org/plus/dsa/problems/edit-distance,https://takeuforward.org/plus/dsa/problems/edit-distance?tab=editorial,,https://www.codingninjas.com/studio/problems/shortest-common-supersequence_4244493?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,https://youtu.be/fJaKO8FbDdo,,,,
417,16,Dynamic Programming [Patterns and Problems],5,DP on Strings,10,10,wildcrdmtchingdp34,Wildcard Matching | (DP-34),Medium,1,Data Structures | Dynamic Programming | Arrays | Recursion,https://leetcode.com/problems/wildcard-matching/,https://www.codingninjas.com/studio/problems/wildcard-pattern-matching_701650,https://practice.geeksforgeeks.org/problems/wildcard-pattern-matching/1,https://www.youtube.com/watch?v=ZmlQ3vgAOMo,https://takeuforward.org/data-structure/wildcard-matching-dp-34/,https://takeuforward.org/plus/dsa/problems/wildcard-matching,https://takeuforward.org/plus/dsa/problems/wildcard-matchingtab=editorial,,https://www.codingninjas.com/studio/problems/wildcard-pattern-matching_701650?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,https://youtu.be/ZmlQ3vgAOMo,,,,
418,16,Dynamic Programming [Patterns and Problems],6,DP on Stocks,1,1,bsttimtbyndsllstckdp35,Best Time to Buy and Sell Stock |(DP-35),Hard,2,Arrays | Data Structures | Recursion | Dynamic Programming,https://leetcode.com/problems/best-time-to-buy-and-sell-stock/,https://www.codingninjas.com/studio/problems/best-time-to-buy-and-sell-stock_893405,https://practice.geeksforgeeks.org/problems/stock-buy-and-sell-1587115621/1,https://www.youtube.com/watch?v=excAOvwF_Wk,https://takeuforward.org/data-structure/stock-buy-and-sell-dp-35/,https://takeuforward.org/plus/dsa/problems/best-time-to-buy-and-sell-stock,https://takeuforward.org/plus/dsa/problems/best-time-to-buy-and-sell-stock?tab=editorial,,https://www.codingninjas.com/studio/problems/best-time-to-buy-and-sell-stock_893405?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,https://youtu.be/excAOvwF_Wk,,,,
